city_development_index,training_hours,company_size,experience,education_level,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,target
0.92,11.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7965672246610151,30.0,2.0,2.964344101930345,1.0356558980696549,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,120.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,99.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,214.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8841399171808219,29.414841381263813,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,74.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8913363485963024,100.0,2.0,18.383577389167794,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6848277200644188,7.0,2.0,4.089001891456629,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.843,310.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,84.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,100.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,9.729676615469483,7.0,6.6351616922652585,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,79.98604782040272,2.0279043591945514,0.0,2.0,0.0,0.0,0.0,0.0,0.9860478204027243,0.013952179597275682,1.0
0.624,17.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7989948100248564,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,44.0,7.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,166.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8086499451753394,40.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8270000000000001,160.0,4.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.670071432091316,48.0,2.3774130798470803,18.37741307984708,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6513249406300888,125.26148809107868,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6208446438241572,51.0,2.0,12.359737389269664,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,3.886637444301984,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,330.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.924,155.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.924,39.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7214387682421931,135.08265298046882,2.458673509765594,12.834694039062375,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,17.424089685885026,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.887,222.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6659999999999999,57.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,184.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.897,42.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,36.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,31.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9094800816886437,31.681214596625566,2.3187854033744353,9.0,2.3187854033744353,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,9.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.691,56.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.579,105.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,32.728797793215435,2.364398896607718,16.364398896607717,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9110112257370956,44.27238709887589,0.7276129011241079,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.795,94.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.899,14.0,7.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6073159027070386,270.51696912951456,2.0,6.258484564757271,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,107.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.754,136.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,16.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6928845896678187,192.0,2.0691271666510977,7.069127166651098,2.0,0.9308728333489021,0.0,0.0,0.0,0.0,0.06912716665109786,1.0
0.92,89.08188625092812,2.0,21.0,2.081886250928119,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8911341100179888,102.0,2.0,6.0,1.285785983459108,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,9.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6154739988126854,4.0,1.1894666930514348,5.810533306948566,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,52.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8966990527885541,42.0,2.0787194162548848,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,48.0,3.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,13.0,2.3673395915097553,0.0,2.3673395915097553,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,23.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7453811656134284,168.0,1.9047607999304228,8.28571760020873,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,25.0,5.988100699573357,10.505949650213322,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,14.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.926,39.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.91,126.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7422713858676122,73.48034760576321,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,35.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.897,25.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.789,41.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,66.0,1.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.887,91.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,50.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,51.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.804,69.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.698,53.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.624,45.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6294806684404292,22.0,3.9814842282417935,2.9814842282417935,2.0185157717582065,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,33.0,7.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,98.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8830370885761964,48.25668688488752,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,34.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7591553367440051,16.456605867378396,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.897,132.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.913,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,20.0,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5757027114534459,11.0,1.0,6.347333938560079,2.0,0.34733393856007944,0.0,0.0,0.0,0.0,0.6526660614399206,1.0
0.9034444337826373,63.31018474094322,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.897,31.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.897,29.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,43.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,9.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.897,22.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6523977905094799,72.40634043852968,2.0,0.0,1.593659561470318,0.0,0.0,0.0,0.593659561470318,0.0,0.40634043852968205,1.0
0.769,18.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8270000000000001,10.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,6.0,0.5652720386473025,8.565272038647302,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,6.771352268648759,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.769,47.0,7.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,19.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.563,108.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.926,36.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.903,12.0,7.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7695459744590382,4.093650448548423,3.0936504485484226,8.093650448548422,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,32.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,129.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,109.94871527199057,2.9487152719905625,5.9487152719905625,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.698,76.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,86.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,66.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,154.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.926,26.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.884,106.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.878,15.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,55.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,23.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8830224089236413,52.71772831239421,2.0,0.717728312394208,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8819384174504439,14.0,1.8714135724677157,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,41.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,56.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6082331875718637,265.40149443805655,5.248131952429301,3.7007472190282797,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7290314416677305,27.0,2.0,3.0,1.5900642790321933,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.887,47.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,68.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,96.0,7.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,77.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6915833999701808,95.77621390738351,2.2237860926164927,9.0,2.7762139073835073,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,34.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,36.619299266782,4.2385985335640015,5.380700733217999,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.527,94.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.884,16.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,51.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,51.50587530311148,5.50587530311148,9.49412469688852,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.939,25.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,92.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.893,39.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,52.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,45.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.903,56.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,44.0,2.0,2.5300275992033816,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,9.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.913,52.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.579,19.0,3.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.555,7.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,114.0,4.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.924,58.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6325323311929792,99.86873336626186,2.0,3.0,1.868733366261857,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6413418223999582,8.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,5.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.91,9.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,88.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5826481222807319,27.081069384016264,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,18.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,48.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.89,42.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.91,21.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.893,88.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7820949053388822,53.53410440992866,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5579999999999999,24.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,28.013806763426604,6.506903381713302,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6304873519925043,13.0,2.0,5.099805415269297,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8479576787892535,31.597440951351608,1.402559048648392,15.0,1.402559048648392,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,22.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.893,188.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5528508952613305,78.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.698,22.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,32.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.691,86.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.804,166.0,2.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7815727373688471,23.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.866,64.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,34.0,2.0,8.113392795939545,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7647960550345412,17.0,2.0,6.0,1.51573646532799,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5902242564840497,31.456428966431762,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,4.0,4.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5629541905992965,6.0,2.0,2.8249433702797777,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,21.0,1.4446458101397122,1.4446458101397122,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,9.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.55,138.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.923,7.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,20.62503095476727,2.0,19.37496904523273,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6447684780594445,87.85627350823914,6.92813675411957,12.928136754119569,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,13.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,107.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6923860897669719,50.336057380903185,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.939,57.0,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,39.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,60.0,4.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.89,28.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6722983322051828,106.84667196125339,3.3066560774932237,4.0,1.8466719612533882,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,29.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,82.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,44.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.897,18.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,88.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5579999999999999,61.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,78.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,54.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,47.419485716025186,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,43.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6659999999999999,14.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.698,45.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7266045392820946,10.05532894076188,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,50.0,2.0,2.0,2.0,0.0,0.0,0.7837464368934632,0.0,0.0,0.21625356310653676,1.0
0.6862263949691108,12.0,2.0,4.840897229312307,2.0,0.15910277068769274,0.0,0.0,0.0,0.0,0.8408972293123073,1.0
0.92,88.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8129265371436437,32.0,1.4224797128460112,11.42247971284601,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.884,24.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.887,21.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.55,216.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,87.0,6.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8059137638774271,44.0,2.3599488842412057,4.0,1.6400511157587943,0.0,0.0,0.0,0.0,0.35994888424120586,0.6400511157587941,1.0
0.91,52.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,65.0,3.0,21.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8195949076110495,36.0,3.735593113441251,11.367796556720625,2.3677965567206254,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,139.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,125.0,6.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,30.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6181489471180833,198.0,2.0603201328032643,7.879359734393471,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7195778611145651,50.64989794463529,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,22.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7155013439236473,314.0,5.5809609138009355,8.419039086199064,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,163.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,54.0,3.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6705590925598112,11.370823073516064,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.479,48.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.579,68.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,190.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.843,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.754,41.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,21.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,26.0,6.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,87.11635341281207,6.116353412812079,12.11635341281208,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,90.0,1.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.698,21.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,81.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,87.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.794,41.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.795,95.0,6.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,57.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,85.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8573548673289573,10.590554688424557,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.74,21.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5519396898925764,50.0,2.676718351237287,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.804,12.0,6.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.887,15.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.698,20.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,34.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.738,134.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.949,136.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.923,72.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,20.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.794,17.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.939,9.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6890000000000001,60.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.728549755403167,12.36555858532576,6.634441414674241,5.0,2.731117170651517,0.0,0.0,0.0,0.0,0.3655585853257587,0.6344414146742413,1.0
0.8869175066664896,17.0,3.0,19.0,1.0807080186486377,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6890000000000001,86.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.939,17.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.836,144.0,2.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.89137616659089,11.0,2.0,2.7951064835863875,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9165816912309785,46.65816912309784,2.0,13.341830876902154,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,17.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,48.796558899774574,2.0,18.593117799549145,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6423163638089961,21.0,6.93434995050539,3.06565004949461,2.1313000989892195,0.0,0.0,0.0,0.0,0.06565004949460973,0.9343499505053903,1.0
0.855,3.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,23.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,224.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
